Hotel,Dish,Review,Rating,Price
Hotel G,Pani Puri,expensive delicious tasty flavorful taste service heavenly taste unique restaurant recommendation quality portion ambiance taste mouthwatering flavor quality disappointing delicious,2,$21.52
Hotel G,Pani Puri,heavenly disappointing texture ambiance unique ingredients disappointing portion chef aromatic bland spices unique satisfying flavorful restaurant ingredients satisfying bland affordable,3,$21.52
Hotel G,Pani Puri,experience authentic spicy mediocre spicy mediocre spices recommendation portion mediocre portion menu meal satisfying experience rich spices authentic price recommendation,4,$21.52
Hotel G,Pani Puri,aroma overcooked texture heavenly chef aroma portion service expensive meal cuisine authentic unique restaurant flavor spicy recommendation service disappointing authentic,2,$21.52
Hotel G,Pani Puri,ingredients cuisine bland flavorful delicious flavorful rich spices texture recommendation bland undercooked portion presentation taste expensive dish unique aroma flavor,1,$21.52
Hotel G,Pani Puri,presentation portion affordable ambiance quality dish tasty affordable undercooked experience texture aromatic affordable aromatic chef expensive service spicy heavenly quality,4,$21.52
Hotel G,Pani Puri,mouthwatering mediocre expensive spices ambiance spices ingredients authentic spices price authentic recommendation dish spices presentation undercooked authentic undercooked savory presentation,3,$21.52
Hotel G,Pani Puri,disappointing mediocre ingredients menu restaurant quality bland bland satisfying meal satisfying heavenly bland texture mouthwatering restaurant aroma chef delicious aromatic,1,$21.52
Hotel G,Pani Puri,taste taste meal mouthwatering savory recommendation overcooked chef cuisine cuisine savory spices presentation quality authentic mouthwatering meal service tasty menu,4,$21.52
Hotel G,Pani Puri,ambiance flavorful price texture bland spices ambiance texture flavor meal rich expensive rich delicious ingredients flavor flavor mouthwatering bland presentation,4,$21.52
Hotel G,Rajma,authentic price undercooked recommendation spices disappointing affordable satisfying tasty experience restaurant satisfying mouthwatering mediocre authentic overcooked bland spices texture disappointing,1,$12.37
Hotel G,Rajma,affordable meal authentic overcooked heavenly chef taste heavenly texture affordable texture aroma affordable ingredients mediocre overcooked taste price meal satisfying,1,$12.37
Hotel G,Rajma,affordable portion authentic affordable presentation restaurant expensive expensive aromatic spices service cuisine texture portion bland dish aromatic restaurant mediocre restaurant,2,$12.37
Hotel G,Rajma,ambiance taste satisfying exquisite spices taste texture authentic delicious disappointing recommendation mediocre texture menu exquisite aroma cuisine rich texture texture,4,$12.37
Hotel G,Rajma,bland flavor unique texture tasty spicy undercooked quality savory spicy mouthwatering bland chef flavor undercooked service heavenly spicy mediocre spicy,3,$12.37
Hotel G,Rajma,flavorful undercooked spices flavor expensive bland menu menu chef savory taste spices flavorful flavor flavor exquisite recommendation satisfying recommendation price,4,$12.37
Hotel G,Rajma,flavorful expensive spicy chef aroma cuisine overcooked affordable dish ingredients price disappointing mediocre overcooked taste expensive spices authentic spicy price,5,$12.37
Hotel G,Rajma,tasty mouthwatering ambiance authentic affordable exquisite savory overcooked flavorful taste satisfying restaurant restaurant texture satisfying recommendation overcooked flavor mouthwatering spices,2,$12.37
Hotel G,Rajma,recommendation expensive disappointing dish savory flavor presentation aroma presentation aroma savory mouthwatering cuisine rich satisfying price taste spicy meal flavor,1,$12.37
Hotel G,Rajma,ambiance cuisine authentic ambiance overcooked expensive experience presentation aromatic tasty recommendation spices authentic taste disappointing exquisite undercooked meal expensive delicious,2,$12.37
Hotel G,Dosa,bland chef portion recommendation recommendation quality menu restaurant flavor satisfying spices overcooked service expensive mediocre heavenly bland experience dish price,1,$23.45
Hotel G,Dosa,rich satisfying disappointing heavenly flavorful bland delicious spicy presentation delicious unique aroma flavor tasty expensive flavor meal disappointing experience chef,2,$23.45
Hotel G,Dosa,satisfying spicy unique bland tasty satisfying heavenly bland experience expensive spicy authentic experience mediocre service exquisite tasty tasty restaurant price,4,$23.45
Hotel G,Dosa,taste disappointing expensive meal authentic experience menu affordable bland taste overcooked menu unique bland spices portion flavorful service texture unique,3,$23.45
Hotel G,Dosa,undercooked flavor taste authentic unique taste exquisite experience satisfying spicy ambiance price menu overcooked satisfying flavor savory expensive savory portion,1,$23.45
Hotel G,Dosa,mediocre portion aroma restaurant overcooked dish undercooked recommendation restaurant delicious undercooked tasty service aromatic ambiance flavor ambiance delicious experience mediocre,3,$23.45
Hotel G,Dosa,rich spices delicious undercooked recommendation quality savory price mediocre flavor rich meal aromatic mediocre unique ambiance quality undercooked texture portion,5,$23.45
Hotel G,Dosa,expensive overcooked portion affordable restaurant recommendation quality ambiance unique bland delicious meal quality portion taste chef ingredients delicious spicy expensive,4,$23.45
Hotel G,Dosa,satisfying ingredients spicy portion spices authentic rich affordable heavenly flavor affordable savory flavorful bland undercooked bland bland overcooked taste exquisite,1,$23.45
Hotel G,Dosa,ingredients unique flavor mouthwatering spicy recommendation flavorful ingredients taste quality bland texture restaurant mediocre menu menu delicious service cuisine heavenly,5,$23.45
Hotel G,Dal Makhani,spicy unique unique mediocre service authentic flavorful bland taste disappointing flavorful heavenly disappointing meal flavorful taste authentic price tasty flavor,5,$22.79
Hotel G,Dal Makhani,taste authentic taste tasty aromatic menu overcooked taste dish flavor affordable delicious mediocre delicious exquisite menu rich ambiance mediocre spices,3,$22.79
Hotel G,Dal Makhani,bland affordable savory price flavor bland cuisine taste aromatic flavorful affordable flavor disappointing dish overcooked cuisine cuisine restaurant overcooked dish,4,$22.79
Hotel G,Dal Makhani,undercooked presentation menu mediocre disappointing expensive dish texture expensive flavor mouthwatering aromatic satisfying flavorful service spices experience menu affordable delicious,3,$22.79
Hotel G,Dal Makhani,disappointing unique flavorful restaurant aromatic dish authentic flavorful affordable service price authentic dish disappointing restaurant dish mediocre mediocre unique bland,2,$22.79
Hotel G,Dal Makhani,meal texture menu experience aroma service quality undercooked ingredients restaurant mediocre heavenly spices quality savory undercooked mediocre flavorful affordable delicious,4,$22.79
Hotel G,Dal Makhani,overcooked disappointing restaurant texture flavorful rich flavorful rich tasty satisfying experience disappointing affordable overcooked taste unique aromatic expensive cuisine aroma,5,$22.79
Hotel G,Dal Makhani,mediocre meal experience dish spices exquisite presentation tasty tasty recommendation affordable texture aromatic mediocre mouthwatering satisfying authentic exquisite restaurant exquisite,1,$22.79
Hotel G,Dal Makhani,bland mediocre aromatic undercooked texture restaurant expensive taste undercooked ingredients dish exquisite bland ingredients spices presentation chef savory disappointing affordable,3,$22.79
Hotel G,Dal Makhani,aroma unique restaurant heavenly expensive cuisine flavor flavor rich disappointing savory texture ingredients delicious presentation ingredients spices spicy dish flavor,1,$22.79
Hotel H,Malai Kofta,ambiance portion presentation affordable undercooked affordable rich presentation experience savory dish flavor spices unique bland price savory aroma quality flavor,2,$13.65
Hotel H,Malai Kofta,mediocre exquisite ingredients experience bland texture expensive flavor unique cuisine quality bland unique spicy undercooked taste flavorful ambiance undercooked overcooked,4,$13.65
Hotel H,Malai Kofta,ambiance quality authentic exquisite flavorful affordable aromatic overcooked experience texture mediocre aroma quality menu affordable flavorful heavenly aroma flavorful restaurant,2,$13.65
Hotel H,Malai Kofta,menu aroma quality bland texture meal rich exquisite menu flavorful exquisite quality price tasty service price savory chef mediocre texture,1,$13.65
Hotel H,Malai Kofta,dish dish undercooked dish disappointing expensive flavorful exquisite flavor savory rich rich taste disappointing price heavenly unique spices aroma restaurant,1,$13.65
Hotel H,Malai Kofta,mouthwatering delicious portion satisfying mediocre meal tasty heavenly service presentation ingredients price presentation spicy unique ambiance meal presentation texture chef,1,$13.65
Hotel H,Malai Kofta,restaurant restaurant bland spices rich mediocre cuisine aromatic service spices savory tasty menu texture disappointing presentation overcooked overcooked heavenly mediocre,4,$13.65
Hotel H,Malai Kofta,menu exquisite disappointing overcooked heavenly spices quality heavenly recommendation flavor affordable heavenly meal meal spices portion presentation satisfying cuisine affordable,5,$13.65
Hotel H,Malai Kofta,flavorful meal overcooked savory cuisine mediocre delicious portion quality texture aroma bland quality quality taste exquisite undercooked meal overcooked flavorful,1,$13.65
Hotel H,Malai Kofta,mouthwatering exquisite bland cuisine aromatic overcooked disappointing meal mediocre delicious mediocre expensive satisfying spicy tasty aromatic savory spices dish ingredients,2,$13.65
Hotel H,Rajma,presentation savory flavorful texture restaurant price heavenly restaurant experience menu dish service overcooked authentic aroma disappointing presentation rich flavorful rich,5,$26.36
Hotel H,Rajma,authentic satisfying savory ambiance overcooked affordable rich texture disappointing aromatic meal cuisine chef heavenly mediocre menu dish chef recommendation delicious,1,$26.36
Hotel H,Rajma,texture cuisine quality portion recommendation mouthwatering experience satisfying meal aromatic meal overcooked flavor overcooked cuisine texture exquisite cuisine spices ambiance,5,$26.36
Hotel H,Rajma,experience flavorful price flavorful expensive flavor unique satisfying unique cuisine expensive experience ingredients spicy meal meal undercooked delicious mediocre aroma,3,$26.36
Hotel H,Rajma,cuisine flavor ingredients taste service savory meal recommendation tasty mouthwatering price portion aromatic recommendation texture restaurant unique delicious savory affordable,3,$26.36
Hotel H,Rajma,spices chef portion spices savory savory texture overcooked tasty price expensive authentic meal heavenly texture chef ambiance ingredients rich presentation,1,$26.36
Hotel H,Rajma,spicy spicy expensive satisfying aromatic aromatic recommendation experience disappointing dish price flavor satisfying cuisine mediocre flavor ambiance heavenly texture mouthwatering,3,$26.36
Hotel H,Rajma,flavor presentation taste ingredients authentic spicy portion texture ingredients rich ambiance undercooked exquisite cuisine experience dish bland rich flavor flavor,4,$26.36
Hotel H,Rajma,spices spices flavor mediocre price meal spicy recommendation spicy aromatic undercooked chef aroma flavor unique meal flavor aroma ambiance spices,3,$26.36
Hotel H,Rajma,portion meal mouthwatering bland taste texture cuisine restaurant ingredients quality expensive dish spicy heavenly overcooked ambiance portion texture aroma price,1,$26.36
Hotel H,Rogan Josh,exquisite flavor undercooked mediocre tasty price disappointing menu satisfying disappointing heavenly aromatic cuisine taste service flavor ambiance savory taste flavorful,2,$8.49
Hotel H,Rogan Josh,satisfying bland portion affordable presentation chef experience dish disappointing flavor service flavorful meal experience experience quality ingredients unique texture ambiance,3,$8.49
Hotel H,Rogan Josh,portion rich quality aromatic disappointing heavenly disappointing rich bland experience savory texture ambiance aromatic meal authentic price rich tasty chef,3,$8.49
Hotel H,Rogan Josh,delicious texture exquisite expensive unique undercooked bland tasty mediocre heavenly mouthwatering presentation spicy texture aroma savory disappointing affordable service meal,5,$8.49
Hotel H,Rogan Josh,flavor portion spices chef tasty experience mouthwatering disappointing spices texture spicy price aroma flavorful price price mediocre restaurant taste price,4,$8.49
Hotel H,Rogan Josh,recommendation savory quality menu mediocre dish experience expensive delicious texture savory ambiance aromatic chef flavorful ambiance quality rich aromatic rich,4,$8.49
Hotel H,Rogan Josh,satisfying rich exquisite dish tasty taste mediocre flavor mouthwatering taste menu quality heavenly taste aromatic aroma authentic spicy presentation satisfying,4,$8.49
Hotel H,Rogan Josh,chef undercooked unique savory heavenly undercooked chef spices presentation recommendation price undercooked aroma experience texture spices service aroma rich portion,2,$8.49
Hotel H,Rogan Josh,spices cuisine dish authentic presentation ambiance flavorful flavorful service aroma expensive chef overcooked disappointing mediocre rich delicious exquisite service experience,3,$8.49
Hotel H,Rogan Josh,delicious ingredients chef satisfying authentic tasty meal presentation heavenly price aromatic service unique flavorful chef service satisfying aroma spices portion,5,$8.49
Hotel H,Butter Chicken,quality expensive flavorful ingredients aromatic exquisite meal dish ingredients aroma disappointing expensive disappointing meal taste satisfying unique disappointing affordable authentic,2,$13.08
Hotel H,Butter Chicken,overcooked aroma flavor ingredients bland expensive cuisine chef flavor dish delicious disappointing savory spicy chef rich expensive aroma taste authentic,1,$13.08
Hotel H,Butter Chicken,service quality expensive spicy satisfying bland undercooked texture spices affordable ingredients overcooked menu service taste heavenly cuisine affordable meal dish,5,$13.08
Hotel H,Butter Chicken,texture quality quality dish spices satisfying experience flavor tasty experience rich ingredients aromatic dish dish cuisine portion affordable bland aromatic,3,$13.08
Hotel H,Butter Chicken,authentic unique exquisite rich aroma rich heavenly spices tasty ingredients portion presentation aroma rich disappointing rich aroma restaurant service bland,3,$13.08
Hotel H,Butter Chicken,aromatic quality quality meal experience affordable recommendation meal satisfying overcooked chef restaurant chef texture mouthwatering exquisite price affordable expensive cuisine,3,$13.08
Hotel H,Butter Chicken,portion meal heavenly cuisine rich mediocre savory tasty satisfying recommendation cuisine expensive affordable chef flavorful chef recommendation spices overcooked flavorful,4,$13.08
Hotel H,Butter Chicken,flavor bland spices heavenly expensive portion bland expensive disappointing flavorful exquisite service disappointing delicious cuisine spicy tasty aroma affordable menu,1,$13.08
Hotel H,Butter Chicken,bland ingredients menu experience recommendation undercooked portion flavor ambiance ingredients presentation meal disappointing spices unique meal menu cuisine flavorful authentic,3,$13.08
Hotel H,Butter Chicken,price flavorful portion chef spicy price tasty rich mediocre affordable menu dish spicy mediocre texture cuisine expensive mediocre authentic recommendation,1,$13.08
Hotel H,Tandoori Chicken,unique price experience affordable quality mouthwatering authentic exquisite savory ingredients chef unique ambiance meal price delicious recommendation restaurant recommendation recommendation,4,$27.74
Hotel H,Tandoori Chicken,flavorful aroma dish experience flavor meal delicious bland chef ambiance recommendation restaurant presentation aroma aroma texture mediocre restaurant unique spices,2,$27.74
Hotel H,Tandoori Chicken,menu heavenly unique undercooked taste bland mediocre flavorful flavorful spicy rich flavorful undercooked flavorful savory meal affordable bland flavor portion,2,$27.74
Hotel H,Tandoori Chicken,affordable price texture disappointing bland taste meal price chef ambiance dish spicy satisfying meal spices chef heavenly menu mouthwatering taste,2,$27.74
Hotel H,Tandoori Chicken,expensive rich satisfying texture chef overcooked meal disappointing spicy taste overcooked exquisite mouthwatering ambiance price chef expensive savory service spices,2,$27.74
Hotel H,Tandoori Chicken,quality aroma experience chef mediocre flavorful mediocre savory overcooked mouthwatering dish mediocre recommendation undercooked satisfying flavorful aromatic aroma mediocre bland,1,$27.74
Hotel H,Tandoori Chicken,recommendation meal meal recommendation cuisine service portion texture delicious unique aroma rich authentic tasty ingredients aromatic dish bland unique experience,2,$27.74
Hotel H,Tandoori Chicken,mediocre exquisite heavenly heavenly aromatic taste spicy satisfying price dish aroma recommendation presentation presentation mouthwatering disappointing disappointing dish expensive restaurant,3,$27.74
Hotel H,Tandoori Chicken,flavor authentic cuisine flavorful delicious cuisine flavorful recommendation bland flavorful bland ambiance aromatic price experience chef savory unique price presentation,5,$27.74
Hotel H,Tandoori Chicken,recommendation texture delicious rich mediocre chef menu mediocre exquisite quality service quality restaurant price expensive undercooked exquisite flavorful aroma cuisine,4,$27.74
Hotel I,Idli Sambar,flavor flavor tasty bland chef taste spicy spicy meal heavenly quality mediocre cuisine expensive aromatic bland flavor aromatic aromatic service,2,$17.92
Hotel I,Idli Sambar,ingredients savory dish undercooked portion bland delicious mouthwatering chef exquisite delicious aromatic undercooked overcooked affordable quality taste expensive aroma affordable,3,$17.92
Hotel I,Idli Sambar,aromatic price spicy spices texture menu bland dish quality satisfying cuisine recommendation savory undercooked exquisite savory spicy tasty rich dish,3,$17.92
Hotel I,Idli Sambar,heavenly ingredients meal spices rich ambiance flavorful delicious menu price authentic aromatic flavor texture rich spices satisfying overcooked experience expensive,5,$17.92
Hotel I,Idli Sambar,quality disappointing exquisite expensive quality price quality satisfying undercooked texture texture affordable dish texture texture quality unique aroma taste exquisite,2,$17.92
Hotel I,Idli Sambar,aromatic chef flavorful spices undercooked spicy delicious aroma experience experience exquisite chef price unique overcooked ambiance menu meal ambiance overcooked,3,$17.92
Hotel I,Idli Sambar,cuisine unique chef recommendation rich ambiance affordable disappointing portion presentation recommendation disappointing bland menu savory recommendation savory price menu aromatic,5,$17.92
Hotel I,Idli Sambar,experience delicious expensive cuisine satisfying savory tasty recommendation mouthwatering spices affordable cuisine cuisine taste spicy texture meal tasty texture affordable,3,$17.92
Hotel I,Idli Sambar,savory disappointing chef presentation tasty authentic tasty expensive texture taste cuisine meal portion authentic meal delicious undercooked price delicious service,4,$17.92
Hotel I,Idli Sambar,cuisine mediocre dish mediocre chef disappointing menu unique presentation rich flavorful portion aromatic flavorful mouthwatering bland aroma heavenly ingredients disappointing,2,$17.92
Hotel I,Vindaloo,unique overcooked dish spicy mediocre delicious texture overcooked flavorful flavor rich disappointing mouthwatering exquisite spices spices ingredients menu ingredients expensive,5,$17.30
Hotel I,Vindaloo,portion unique chef presentation aroma flavor aroma aromatic exquisite experience expensive dish flavorful overcooked ambiance flavorful presentation affordable savory taste,5,$17.30
Hotel I,Vindaloo,chef undercooked delicious mouthwatering dish mouthwatering aromatic experience mouthwatering dish experience expensive spices ambiance tasty affordable expensive quality overcooked flavor,5,$17.30
Hotel I,Vindaloo,mediocre rich spicy disappointing mouthwatering experience spicy presentation savory recommendation spicy aroma quality aromatic experience presentation portion unique heavenly exquisite,5,$17.30
Hotel I,Vindaloo,affordable restaurant affordable savory service rich menu dish menu meal mediocre exquisite ingredients affordable meal flavorful quality affordable savory dish,3,$17.30
Hotel I,Vindaloo,portion flavor delicious rich cuisine quality menu undercooked overcooked recommendation authentic menu flavorful authentic spicy aromatic aroma unique unique bland,2,$17.30
Hotel I,Vindaloo,satisfying cuisine texture ingredients affordable disappointing satisfying overcooked savory delicious rich savory aroma rich tasty tasty quality mediocre restaurant experience,4,$17.30
Hotel I,Vindaloo,overcooked undercooked texture flavor taste affordable flavor undercooked unique tasty chef spicy exquisite heavenly rich disappointing expensive mouthwatering ingredients tasty,5,$17.30
Hotel I,Vindaloo,menu satisfying recommendation tasty exquisite spices portion ambiance dish presentation ingredients flavor bland disappointing rich bland expensive overcooked delicious restaurant,5,$17.30
Hotel I,Vindaloo,experience chef aromatic ingredients texture affordable recommendation ingredients texture disappointing ambiance dish recommendation savory unique rich undercooked quality texture expensive,5,$17.30
Hotel I,Samosas,satisfying restaurant spicy taste chef dish undercooked exquisite mediocre experience cuisine heavenly overcooked aromatic menu chef spicy experience ambiance rich,3,$18.58
Hotel I,Samosas,cuisine texture aromatic restaurant texture unique aromatic expensive mouthwatering bland aroma bland spicy meal cuisine price spices texture delicious cuisine,4,$18.58
Hotel I,Samosas,mediocre portion bland spices authentic recommendation cuisine savory expensive price affordable experience taste ingredients portion restaurant mouthwatering aroma presentation bland,1,$18.58
Hotel I,Samosas,exquisite rich price cuisine delicious chef exquisite dish satisfying authentic portion spicy spices price disappointing overcooked restaurant bland mediocre taste,3,$18.58
Hotel I,Samosas,flavorful portion price presentation chef savory unique presentation recommendation aroma mouthwatering price dish meal flavor heavenly exquisite experience tasty service,4,$18.58
Hotel I,Samosas,chef delicious ambiance rich bland authentic affordable satisfying spicy affordable undercooked heavenly unique undercooked taste ingredients price ambiance undercooked authentic,1,$18.58
Hotel I,Samosas,bland mediocre rich tasty recommendation experience chef chef unique affordable rich spicy portion service mouthwatering overcooked ingredients texture overcooked spices,5,$18.58
Hotel I,Samosas,aroma recommendation flavor flavor service portion restaurant overcooked authentic rich delicious unique aromatic flavor aromatic heavenly restaurant delicious aromatic mouthwatering,2,$18.58
Hotel I,Samosas,affordable delicious undercooked texture satisfying spices disappointing disappointing delicious dish overcooked menu price ambiance dish heavenly meal portion authentic overcooked,4,$18.58
Hotel I,Samosas,affordable restaurant meal ambiance undercooked disappointing satisfying expensive meal restaurant affordable service satisfying ambiance flavor tasty authentic presentation ambiance tasty,1,$18.58
Hotel I,Rogan Josh,overcooked heavenly taste affordable ingredients ambiance price tasty rich flavor overcooked service rich rich chef tasty flavor price exquisite price,1,$13.93
Hotel I,Rogan Josh,affordable recommendation tasty ambiance satisfying mouthwatering rich mouthwatering cuisine heavenly recommendation ingredients affordable unique presentation flavor presentation ingredients aromatic affordable,1,$13.93
Hotel I,Rogan Josh,tasty mouthwatering menu satisfying presentation restaurant expensive ambiance experience recommendation mouthwatering price mediocre price mediocre aroma spicy portion ingredients flavor,3,$13.93
Hotel I,Rogan Josh,heavenly portion cuisine menu heavenly mediocre quality recommendation chef recommendation ingredients affordable quality disappointing heavenly texture cuisine dish taste experience,3,$13.93
Hotel I,Rogan Josh,ingredients meal recommendation recommendation unique disappointing delicious disappointing affordable delicious portion presentation savory savory aroma chef ingredients satisfying ambiance exquisite,5,$13.93
Hotel I,Rogan Josh,spicy rich spicy aromatic service quality spicy delicious meal flavor spicy recommendation menu unique authentic price dish satisfying quality rich,5,$13.93
Hotel I,Rogan Josh,expensive quality dish recommendation unique heavenly unique dish restaurant dish cuisine portion texture flavor restaurant price aroma satisfying ambiance undercooked,5,$13.93
Hotel I,Rogan Josh,meal mediocre spices service ingredients menu disappointing savory aromatic authentic aroma unique dish dish meal spicy presentation flavor spices disappointing,3,$13.93
Hotel I,Rogan Josh,undercooked chef mediocre menu authentic savory presentation ingredients spices mediocre quality disappointing chef heavenly experience bland menu unique overcooked menu,4,$13.93
Hotel I,Rogan Josh,mouthwatering price price menu taste bland cuisine aroma overcooked service recommendation disappointing overcooked authentic service exquisite mediocre expensive flavorful aromatic,1,$13.93
Hotel I,Rajma,ingredients authentic bland restaurant flavor disappointing spicy savory savory flavor menu taste expensive taste flavor recommendation ingredients exquisite heavenly bland,4,$26.18
Hotel I,Rajma,quality flavor experience texture rich aromatic exquisite bland delicious taste heavenly heavenly unique flavor ingredients rich tasty satisfying exquisite affordable,5,$26.18
Hotel I,Rajma,ingredients mouthwatering quality heavenly expensive texture satisfying aromatic menu spices experience delicious spicy authentic flavor aroma portion flavor menu experience,4,$26.18
Hotel I,Rajma,mouthwatering flavor aromatic spicy delicious meal mediocre spices disappointing flavor meal tasty meal aromatic disappointing aroma ingredients restaurant affordable spicy,5,$26.18
Hotel I,Rajma,aromatic delicious recommendation presentation texture heavenly aromatic affordable expensive unique ingredients meal unique savory overcooked delicious bland flavorful recommendation aroma,5,$26.18
Hotel I,Rajma,restaurant ambiance affordable portion aroma service dish ingredients affordable tasty texture cuisine recommendation savory rich recommendation menu flavor unique ambiance,4,$26.18
Hotel I,Rajma,heavenly savory ambiance flavorful overcooked disappointing rich exquisite mediocre quality overcooked mouthwatering portion recommendation flavorful mediocre service exquisite mouthwatering recommendation,1,$26.18
Hotel I,Rajma,dish portion exquisite menu heavenly presentation satisfying spicy ingredients savory ingredients aromatic spices expensive chef presentation menu bland heavenly satisfying,4,$26.18
Hotel I,Rajma,authentic ambiance flavor chef quality satisfying mouthwatering heavenly recommendation restaurant unique texture portion exquisite spices expensive unique exquisite price delicious,1,$26.18
Hotel I,Rajma,menu spices experience exquisite bland satisfying heavenly heavenly service quality unique overcooked spicy spicy experience restaurant ingredients affordable disappointing heavenly,2,$26.18
Hotel J,Aloo Gobi,authentic recommendation taste quality cuisine cuisine service disappointing aroma spicy spicy portion presentation cuisine unique tasty delicious authentic heavenly heavenly,4,$17.12
Hotel J,Aloo Gobi,ambiance portion delicious texture quality overcooked service aroma experience mediocre mouthwatering aromatic heavenly cuisine presentation mouthwatering presentation ingredients cuisine heavenly,3,$17.12
Hotel J,Aloo Gobi,presentation restaurant authentic experience expensive overcooked flavor ingredients restaurant bland aroma heavenly portion chef restaurant rich undercooked flavorful chef disappointing,4,$17.12
Hotel J,Aloo Gobi,disappointing taste presentation savory savory undercooked recommendation affordable mouthwatering satisfying mouthwatering dish flavorful meal menu mediocre dish heavenly tasty flavor,2,$17.12
Hotel J,Aloo Gobi,spicy service ingredients satisfying experience heavenly savory overcooked mouthwatering unique flavor presentation price flavor restaurant restaurant undercooked heavenly taste tasty,4,$17.12
Hotel J,Aloo Gobi,delicious mediocre recommendation overcooked dish chef price bland chef service recommendation meal exquisite rich portion spicy experience affordable taste authentic,4,$17.12
Hotel J,Aloo Gobi,expensive unique exquisite texture mouthwatering presentation undercooked cuisine rich presentation price chef disappointing rich overcooked ingredients flavor overcooked authentic chef,5,$17.12
Hotel J,Aloo Gobi,texture rich quality exquisite exquisite disappointing authentic bland delicious ambiance flavor experience experience undercooked authentic authentic cuisine menu exquisite presentation,3,$17.12
Hotel J,Aloo Gobi,ingredients texture quality exquisite disappointing bland cuisine overcooked overcooked price exquisite heavenly overcooked delicious flavor disappointing portion texture expensive dish,5,$17.12
Hotel J,Aloo Gobi,flavor flavorful menu restaurant cuisine spicy ambiance exquisite tasty presentation restaurant restaurant overcooked undercooked quality menu affordable restaurant spices menu,5,$17.12
Hotel J,Samosas,exquisite authentic rich cuisine overcooked texture disappointing mouthwatering spicy spicy ingredients portion unique overcooked delicious restaurant flavor ingredients overcooked experience,2,$8.85
Hotel J,Samosas,portion aromatic spices affordable restaurant restaurant aromatic meal savory meal flavor texture ambiance ambiance quality bland taste recommendation flavorful meal,5,$8.85
Hotel J,Samosas,disappointing texture disappointing cuisine satisfying ambiance bland mouthwatering service presentation authentic satisfying unique menu disappointing authentic spices spicy recommendation spices,5,$8.85
Hotel J,Samosas,texture delicious presentation authentic dish portion disappointing quality satisfying ambiance spices price flavorful tasty presentation price taste portion menu meal,3,$8.85
Hotel J,Samosas,price mediocre authentic portion disappointing spices quality recommendation bland price meal savory restaurant ingredients bland ambiance mediocre exquisite bland spices,5,$8.85
Hotel J,Samosas,aroma bland undercooked unique service texture mediocre service portion recommendation rich spices unique mouthwatering spicy mediocre ambiance tasty service meal,4,$8.85
Hotel J,Samosas,ingredients ambiance unique overcooked taste mediocre disappointing presentation exquisite flavor aromatic heavenly aromatic aromatic quality undercooked satisfying bland spices savory,5,$8.85
Hotel J,Samosas,price aromatic authentic flavor spicy delicious experience exquisite experience presentation rich service taste affordable rich disappointing cuisine rich dish meal,1,$8.85
Hotel J,Samosas,unique satisfying texture recommendation ambiance overcooked taste overcooked price mouthwatering bland overcooked service taste flavor overcooked satisfying ingredients mouthwatering flavor,5,$8.85
Hotel J,Samosas,flavorful flavorful affordable unique flavorful rich dish service authentic overcooked recommendation satisfying heavenly disappointing restaurant expensive cuisine presentation delicious satisfying,3,$8.85
Hotel J,Idli Sambar,tasty taste undercooked savory dish aromatic unique mouthwatering quality satisfying overcooked dish texture delicious heavenly texture cuisine mouthwatering disappointing chef,5,$18.03
Hotel J,Idli Sambar,spicy portion tasty ingredients dish menu disappointing chef cuisine savory tasty ambiance ambiance rich dish menu satisfying delicious portion experience,2,$18.03
Hotel J,Idli Sambar,cuisine taste flavorful aroma expensive texture quality recommendation price service texture flavor chef savory price portion bland cuisine flavor recommendation,2,$18.03
Hotel J,Idli Sambar,price satisfying recommendation mediocre bland exquisite dish dish mediocre flavorful spicy meal texture rich chef taste affordable savory ingredients expensive,1,$18.03
Hotel J,Idli Sambar,restaurant menu mediocre cuisine affordable heavenly chef portion undercooked flavorful recommendation undercooked delicious rich savory aroma meal chef quality menu,2,$18.03
Hotel J,Idli Sambar,ambiance savory affordable meal overcooked satisfying exquisite heavenly taste chef ingredients heavenly affordable meal affordable dish exquisite authentic taste disappointing,1,$18.03
Hotel J,Idli Sambar,satisfying delicious exquisite rich restaurant authentic meal heavenly bland mouthwatering experience quality presentation service heavenly quality menu affordable quality flavor,3,$18.03
Hotel J,Idli Sambar,aroma meal ingredients savory expensive delicious price taste quality tasty price exquisite meal presentation menu affordable bland unique menu authentic,3,$18.03
Hotel J,Idli Sambar,heavenly flavor savory meal affordable menu meal taste savory spicy authentic menu mouthwatering aromatic service heavenly satisfying affordable flavorful service,1,$18.03
Hotel J,Idli Sambar,dish ambiance delicious restaurant menu unique delicious disappointing rich overcooked bland disappointing satisfying ambiance recommendation tasty unique expensive cuisine satisfying,1,$18.03
Hotel J,Dal Makhani,meal disappointing heavenly tasty spices exquisite presentation affordable heavenly spicy aroma spices expensive price dish spicy exquisite taste overcooked price,3,$8.39
Hotel J,Dal Makhani,expensive service heavenly experience price mediocre dish meal rich ambiance quality portion recommendation spicy satisfying expensive flavorful authentic overcooked ambiance,3,$8.39
Hotel J,Dal Makhani,spicy authentic chef rich flavorful affordable mediocre affordable bland quality bland spices satisfying dish mediocre overcooked expensive authentic portion unique,3,$8.39
Hotel J,Dal Makhani,meal unique spices savory bland undercooked spicy mediocre expensive portion meal spices savory aromatic undercooked cuisine disappointing experience affordable aroma,5,$8.39
